mfcc_1,mfcc_2,mfcc_3,mfcc_4,mfcc_5,mfcc_6,mfcc_7,mfcc_8,mfcc_9,mfcc_10,mfcc_11,mfcc_12
128.54891967773438,-29.554805755615234,57.38743209838867,-4.5037760734558105,14.679248809814453,-6.699090957641602,-5.83928918838501,1.6448736190795898,-1.4244941473007202,-4.5430827140808105,-8.475014686584473,8.34516716003418
