mfcc_1,mfcc_2,mfcc_3,mfcc_4,mfcc_5,mfcc_6,mfcc_7,mfcc_8,mfcc_9,mfcc_10,mfcc_11,mfcc_12,target
94.66985321044922,-2.4224002361297607,3.9614150524139404,7.361191749572754,-11.462523460388184,-6.616927623748779,11.308794021606445,-15.959236145019531,-1.9145587682724,-9.6549711227417,-12.062395095825195,-3.8444066047668457,1
75.69905853271484,3.871368408203125,8.144994735717773,6.488168716430664,-12.269892692565918,-3.807694435119629,13.0562162399292,-17.48495864868164,-0.07065042108297348,-10.491944313049316,-11.308178901672363,-2.0011022090911865,1
72.86626434326172,6.698624134063721,7.763494491577148,-2.3379573822021484,-11.454853057861328,-5.146594047546387,12.626202583312988,-16.054208755493164,-0.5320160984992981,-7.7677412033081055,-11.097977638244629,-2.2921197414398193,1
84.03469848632812,4.178397178649902,1.6820913553237915,-0.4101569652557373,-12.53685474395752,-2.946340560913086,14.340645790100098,-16.353864669799805,-4.202873229980469,-9.803060531616211,-12.626925468444824,0.032267920672893524,1
77.29349517822266,4.878836631774902,11.0499849319458,8.203699111938477,-7.280730724334717,-9.23123550415039,14.140185356140137,-14.359728813171387,-4.065873622894287,-10.987696647644043,-12.576661109924316,-5.487748622894287,1
75.71804809570312,8.244819641113281,12.621057510375977,7.116498947143555,-9.441767692565918,-3.204099655151367,14.228403091430664,-13.239802360534668,-5.078221797943115,-9.717159271240234,-11.313254356384277,-3.3074612617492676,1
73.03246307373047,3.9458653926849365,2.757887840270996,4.60369348526001,-8.479822158813477,-3.346010446548462,11.107254028320312,-15.302410125732422,-1.035143256187439,-8.206521034240723,-9.658076286315918,-2.9125685691833496,1
71.32846069335938,-0.5005137920379639,6.8708906173706055,2.4418983459472656,-8.72697925567627,-3.0122599601745605,12.220949172973633,-15.080251693725586,-1.7572029829025269,-10.289667129516602,-9.740583419799805,-2.805332660675049,1
80.97045135498047,5.390945911407471,10.570074081420898,2.205167770385742,-12.545907020568848,-4.674055576324463,14.235971450805664,-18.314634323120117,-0.7795489430427551,-8.657914161682129,-13.99363899230957,-2.3840067386627197,1
82.8121109008789,5.627276420593262,4.324967384338379,3.714355230331421,-9.978045463562012,-4.736347198486328,15.528724670410156,-15.215520858764648,-5.85521936416626,-8.50693416595459,-13.312715530395508,-2.7844667434692383,1
77.94380950927734,5.553542137145996,6.141010761260986,4.743620872497559,-11.322237968444824,-6.5750532150268555,15.130125045776367,-13.695417404174805,-4.410345077514648,-10.308536529541016,-14.674185752868652,-3.061180591583252,1
