mfcc_1,mfcc_2,mfcc_3,mfcc_4,mfcc_5,mfcc_6,mfcc_7,mfcc_8,mfcc_9,mfcc_10,mfcc_11,mfcc_12,target
79.30593872070312,-2.388979911804199,28.821922302246094,8.106466293334961,-7.335474014282227,-5.098836898803711,2.7080557346343994,1.1085888147354126,-6.03933572769165,-11.022418022155762,8.562422752380371,-8.208080291748047,1
46.38977813720703,15.316971778869629,29.470975875854492,15.136189460754395,7.453906536102295,-4.679847717285156,6.583255290985107,-3.255086898803711,2.0302798748016357,-12.806031227111816,9.289037704467773,-7.932012557983398,1
97.03498840332031,19.946006774902344,42.86101531982422,15.739766120910645,-5.527337551116943,0.5972920060157776,3.899350643157959,-1.7085652351379395,-6.449223041534424,-6.763590335845947,11.951451301574707,-12.20456600189209,1
84.40296936035156,14.75810432434082,36.634586334228516,19.574111938476562,-5.123018264770508,-3.3613858222961426,4.112405300140381,-0.29347482323646545,-1.6996203660964966,-10.678854942321777,12.195671081542969,-13.852660179138184,1
94.73345947265625,15.617436408996582,38.70335388183594,16.677921295166016,-3.0715508460998535,-1.8306396007537842,5.3793511390686035,0.1390199214220047,-8.512768745422363,-13.017568588256836,8.190865516662598,-15.577478408813477,1
59.3045539855957,18.178939819335938,39.03619384765625,18.610668182373047,14.690383911132812,12.70721435546875,9.713310241699219,12.015878677368164,2.7963640689849854,-0.12656144797801971,6.144289493560791,-7.5167765617370605,1
93.78653717041016,27.8863582611084,51.45946502685547,24.879194259643555,6.2737908363342285,3.534841299057007,6.116359233856201,11.6703519821167,-7.8393988609313965,-7.90041971206665,0.912404477596283,-10.953394889831543,1
82.31681060791016,-4.378032684326172,28.144001007080078,19.021020889282227,3.7089290618896484,0.4424453675746918,2.965566635131836,-0.25956666469573975,0.07114801555871964,-5.688991069793701,9.934367179870605,-6.35742712020874,1
64.42756652832031,18.339088439941406,43.69865036010742,17.500978469848633,6.193881988525391,-4.337062358856201,5.997341632843018,1.9865186214447021,-1.4517719745635986,-13.370142936706543,9.37017822265625,-7.647220134735107,1
63.06593322753906,5.471894264221191,29.145240783691406,10.097207069396973,-0.3397500514984131,-4.571875095367432,0.6186547875404358,3.2598791122436523,-4.368047714233398,-9.762835502624512,8.680632591247559,-10.296445846557617,1
84.14698028564453,13.352741241455078,36.66741180419922,22.04483413696289,8.298956871032715,5.836251258850098,0.4389807879924774,-0.6116340160369873,-1.633973479270935,-6.495189189910889,8.488680839538574,-8.050324440002441,1
102.71661376953125,24.326862335205078,48.14548110961914,23.72719955444336,11.42665958404541,1.8520478010177612,3.3854289054870605,11.357577323913574,-4.027665615081787,-6.850142478942871,4.396264553070068,-10.78203296661377,1
67.77949523925781,7.953330039978027,35.28166961669922,20.780723571777344,15.061115264892578,5.1576457023620605,12.123205184936523,7.328596591949463,3.815047264099121,5.740963935852051,14.03288459777832,3.433865547180176,1
62.375675201416016,-30.77483558654785,18.023056030273438,1.8229460716247559,12.904074668884277,11.130904197692871,-4.898639678955078,8.260077476501465,9.935997009277344,-1.7647112607955933,3.4118478298187256,1.5266304016113281,1
50.403343200683594,-6.496921539306641,27.320058822631836,13.332275390625,-0.5761690139770508,-3.064453125,3.2906577587127686,-1.5662542581558228,-1.9191526174545288,-1.119137167930603,9.953062057495117,-4.038354396820068,1
28.027231216430664,-49.3784065246582,-10.821965217590332,-15.329471588134766,-4.084696292877197,-6.419745445251465,5.77681303024292,-7.386154651641846,3.0153961181640625,-7.988723278045654,-2.268190383911133,2.3012993335723877,1
76.60362243652344,3.1495463848114014,22.200159072875977,9.649801254272461,4.02554988861084,-5.064609050750732,0.3078896105289459,-1.549777626991272,-4.629695415496826,-10.400181770324707,8.134841918945312,-11.9834623336792,1
63.124393463134766,8.461928367614746,35.46852493286133,24.454172134399414,10.51291561126709,0.7233476638793945,13.993541717529297,4.3762712478637695,-0.3708256483078003,-1.2484616041183472,9.46898365020752,-2.914635181427002,1
105.29119873046875,-1.0333760976791382,30.3116455078125,25.178300857543945,1.3060907125473022,0.3027747869491577,0.6558022499084473,2.5682597160339355,-1.9373451471328735,-6.668893337249756,10.217292785644531,-8.442619323730469,1
53.65640640258789,7.985365867614746,20.698991775512695,13.50182056427002,2.5548198223114014,-1.2615220546722412,4.757073402404785,-1.2389744520187378,-2.2926926612854004,-10.349116325378418,11.112008094787598,-9.135822296142578,1
31.951454162597656,1.378480315208435,15.899260520935059,12.004934310913086,-0.9243239760398865,-2.649073362350464,0.913054883480072,4.338269233703613,7.914028644561768,-1.2569327354431152,5.931304931640625,4.140974044799805,1
60.360660552978516,18.622053146362305,38.12432098388672,16.996278762817383,2.9462058544158936,-0.4853915572166443,5.360804557800293,2.787740707397461,-1.9664087295532227,-10.83488655090332,9.931410789489746,-11.77170181274414,1
64.25353240966797,11.212454795837402,35.582401275634766,20.898990631103516,1.767799973487854,5.4542236328125,8.003817558288574,2.089156150817871,-5.725890159606934,-1.6331472396850586,12.72867202758789,-8.825496673583984,1
108.30284881591797,13.658761024475098,32.12012481689453,11.30419921875,3.2387027740478516,1.7820173501968384,7.964444637298584,7.933256149291992,-8.873675346374512,-9.358590126037598,4.413809776306152,-9.880497932434082,1
79.53726196289062,21.920625686645508,34.547245025634766,18.06714630126953,7.170881271362305,-0.31285959482192993,9.410940170288086,-0.26957371830940247,-6.086840629577637,-8.63537311553955,10.513397216796875,-8.137316703796387,1
77.2295150756836,-3.4208836555480957,18.864559173583984,6.12991189956665,1.5541527271270752,-8.644234657287598,-2.5794320106506348,1.9138907194137573,-3.1760637760162354,-11.004746437072754,7.724759101867676,-8.257536888122559,1
32.90568542480469,11.343692779541016,17.561920166015625,13.168461799621582,13.169602394104004,8.044189453125,9.876273155212402,5.08952522277832,6.813938617706299,-1.7674287557601929,5.12343168258667,1.8106931447982788,1
72.93141174316406,1.3750264644622803,35.19807434082031,18.18181800842285,0.2239924669265747,-4.645998001098633,3.5917413234710693,1.4219249486923218,0.2821141481399536,-10.23992919921875,12.539645195007324,-11.128339767456055,1
61.48263168334961,6.634480953216553,33.05927276611328,13.325287818908691,8.093265533447266,10.414960861206055,7.459770202636719,2.047422170639038,1.3554567098617554,-9.578093528747559,2.1531386375427246,-5.375226020812988,1
